provider,title,description,url,thumbnail,author,price,level,category,score,durationInMinutes,skills,lastUpdated
udemy,얄팍한 GraphQL과 Apollo,⚡ 짧고 굵은 전체 90분 강좌!  사이트의 코드들을 복붙하며 빠르게 GraphQL을 배우고 아폴로 사용법을 익히세요.,https://www.inflearn.com/course/얄팍한-graphql-apollo,https://cdn.inflearn.com/public/courses/326283/cover/ef7611ae-fcad-4c35-9d2e-fadd0765b28e/graphql-apollo-thumb-2 복사.png,얄팍한 코딩사전,무료,초급,"백엔드, 웹 개발",4.9,1:30,"GraphQL,Apollo,Node.js",2021/01
inflearn,JPA & Spring Data JPA 기초,JPA와 스프링 데이터 JPA의 기본 사용법을 알아봅니다.,https://www.inflearn.com/course/jpa-spring-data-기초,https://cdn.inflearn.com/public/courses/329494/cover/1c24cf07-3998-4ba1-8f50-32f4758e1e10/329494-eng.png,최범균,무료,초급,"백엔드, 웹 개발",4.8,3:56,"Spring,JPA",2022/09
udemy,입문자를 위한 HTML 기초 강의,"웹사이트 만드는 데 가장 기본이 되는 HTML의 주요 개념과 기본 문법을 소개합니다.
아무런 관련 지식을 보유하지 않은 입문자들도 소화할 수 있도록 만든 강의입니다.",https://www.inflearn.com/course/입문자-html-기초강의,https://cdn.inflearn.com/public/courses/326959/cover/461cd913-879c-467a-8915-c97205393832/입문자-HTML-기초-eng_ver3.png,유노코딩,무료,입문,"웹 개발, 웹 퍼블리싱",5.0,2:51,HTML/CSS,2021/04
udemy,스프링 프레임워크 입문,"Spring-PetClinic이라는 스프링 공식 예제 프로젝트의 코드를 보며, 다음의 스프링의 핵심 기능을 쉽고 빠르게 이해할 수 있습니다.",https://www.inflearn.com/course/spring,https://cdn.inflearn.com/wp-content/uploads/springboot_1-1-2.jpg,백기선,무료,초급,"백엔드, 웹 개발",4.7,1:39,"Java,Spring",2018/11
inflearn,Do It! 딥러닝 입문,"이 강의는 개념 한 걸음, 수식 한 걸음 그리고 코딩 한 걸음. 가장 적당한 보폭과 올곧은 방향으로 독자를 딥러닝으로 안내한다. 또한 그래프, 삽화, 도해는 100개가 넘어 추상적인 개념도 쉽고 빠르게 받아들일 수 있다. 프로그램 설치 없이 웹 브라우저에 접속하기만 하면 실습을 바로 시작할 수 있다는 점도 이 강의만의 특징이다.
udemy
편안하게 이론을 이해한 다음 직접 코딩하며 눈으로 딥러닝 대표 문제 4가지를 정복하니 딥러닝의 교과서로 부족함이 없다. 꼭 짚고 넘어가야 할 개념이나 용어는 본문 중간에 나오는 ‘잠깐! 다음으로 넘어가려면’ 코너와 장 마지막에‘기억 카드’ 코너로 2번 복습하여 학습 효과를 높였다. 『Do it! 딥러닝 입문』과 함께 딥러닝을 빠르게 정면 돌파해 보자.",https://www.inflearn.com/course/딥러닝-입문,https://cdn.inflearn.com/public/courses/326367/cover/e435835a-ee17-4ac5-95d0-935d1c8cd6af,박해선,무료,초급,"인공지능, 데이터 사이언스",4.8,10:16,"딥러닝,머신러닝,인공신경망",2021/01
udemy,[EduAtoZ] Python CosPro 1급 예상문제 풀이(40문제),본강의는 CosPro 1급 시험을 준비하는 분을 위한 과정으로 시험 주관사인 (주)와이비엠넷에서 공개한 COS Pro 1급 샘플 문제 풀이 과정입니다.,https://www.inflearn.com/course/파이썬-cos-기출문제,https://cdn.inflearn.com/public/courses/328114/cover/b2342b0b-d992-4561-a042-3cdc834cf77c/328114-eng-resize.png,lectopia1,무료,초급,"프로그래밍 언어, 알고리즘 · 자료구조",5.0,8:8,"Python,코딩 테스트",2023/10
inflearn,WEB2 - Python 기초,이 수업에서는 WEB1에서 만든 웹사이트에 Python을 투입했을 때 어떤 효과를 얻을 수 있는지를 알려드리는 수업입니다.,https://www.inflearn.com/course/web2-python,https://cdn.inflearn.com/wp-content/uploads/python-2.jpg,Egoing Lee,무료,초급,프로그래밍 언어,5.0,6:33,Python,2018/06
udemy,Node.Js 활용하기,"서버측 Javascript 인 NodeJS 를 이용해 쿠키, 로그인 기능을 구현해보고 앞선 nodeJS 강좌에서의 성과물과 합쳐 온전한 웹 애플리케이션을 만들어 보는 강좌입니다.",https://www.inflearn.com/course/node-js-활용,https://cdn.inflearn.com/wp-content/uploads/nodeweb.jpg,Egoing Lee,무료,초급,"백엔드, 웹 개발",4.9,9:43,"JavaScript,Node.js",2018/01
inflearn,Do it! 자바스크립트 입문,"프런트엔드, 백엔드에 모두 쓰는 자바스크립트 실무 문법
udemy,https://www.inflearn.com/course/do-it-javascript,https://cdn.inflearn.com/public/courses/330799/cover/df4146a5-888d-429d-9511-034071d21c58/330799-eng.png,이지스퍼블리싱,무료,초급,"웹 개발, 프로그래밍 언어",5.0,3:53,"JavaScript,DOM",2023/04
inflearn,Vuetify Admin Template 만들기 - 기본편 (Based Vue2),"Vuetify 기초를 학습하고, 멋진 Material Design Admin 웹 사이트를 만들 수 있습니다 😃",https://www.inflearn.com/course/뷰티파이-어드민-템플릿-1,https://cdn.inflearn.com/public/courses/326991/cover/2e57d942-a621-497b-897a-19bc98349c2e/006.png,짐코딩,무료,초급,"프론트엔드, 웹 개발",4.9,1:52,"Vue.js,Vuetify",2021/05
udemy,버전 관리 시스템 Git,이 수업은 버전관리 시스템 git을 소개하는 수업입니다.,https://www.inflearn.com/course/git-2,https://cdn.inflearn.com/wp-content/uploads/git-4.jpg,Egoing Lee,무료,입문,개발 도구,4.9,9:38,"Git,버전관리시스템",2019/07
inflearn,DATABASE 1&2 - MySQL,"정보기술의 심장인 데이터베이스에 대한 포괄적인 소개를 담고 있습니다.
udemy,https://www.inflearn.com/course/database-2-mysql-강좌,https://cdn.inflearn.com/wp-content/uploads/database2_mysql.png,Egoing Lee,무료,초급,데이터베이스,4.9,3:57,"MySQL,DBMS/RDBMS",2018/06
inflearn,[초급] 맛보자! 코틀린과 스프링으로 API 호출하기,간단한 기능 구현을 통해 코틀린과 스프링 조합을 빠르게 훑어볼 수 있는 강의입니다.,https://www.inflearn.com/course/코틀린-스프링-api호출-입문,https://cdn.inflearn.com/public/courses/330932/cover/ce459d22-af7d-40e7-b48d-48107918f1a0/kotlin.png,김대디,무료,초급,"백엔드, 프로그래밍 언어",4.7,1:54,"Kotlin,Spring,Spring Boot",2023/05
udemy,[김왼손의 왼손코딩] 1일 1파이썬: 초급자를 위한 파이썬 50제,30 seconds of code의 작은 파이썬 코드 50개를 살펴봅니다. 이 강의는 파이썬 기초 문법을 익힌 분을 대상으로 합니다. 더 많은 강의는 유튜브 채널 김왼손의 왼손코딩에서 만나보세요.,https://www.inflearn.com/course/왼손코딩-파이썬-50제,https://cdn.inflearn.com/public/courses/325789/cover/5aa75090-0cc5-4582-93d1-076901018688,김왼손의 왼손코딩,무료,초급,프로그래밍 언어,4.8,00:42,Python,2020/08
inflearn,생활코딩 - 정규표현식,생활코딩의 콘텐츠를 원저작자의 협의를 통해 수강이 편하도록 인프런에 옮긴 강좌입니다.생활코딩 http://opentutorials.org 에 감사의 뜻을 전합니다.,https://www.inflearn.com/course/생활코딩-정규표현식,https://cdn.inflearn.com/wp-content/uploads/re.png,Egoing Lee,무료,초급,"프로그래밍 언어, 교양 · 기타",4.9,1:8,정규식,2018/01
udemy,입문자를 위한 파이썬 기초 따라잡기,"파이썬 프로그램으로 데이터분석도 하고 싶고, 머신러닝도 하고 싶은데? 어렵죠?
우선 파이썬 프로그램의 기본 문법과 기초 학습이 필요합니다. 이 강의는 여러분을 입문에서 벗어날 수 있게 도와줄겁니다.",https://www.inflearn.com/course/파이썬-기초,https://cdn.inflearn.com/public/courses/324376/course_cover/eae71fd5-cb85-45d4-bb29-81c241a376d6/boan_python.png,보안프로젝트,무료,초급,프로그래밍 언어,4.9,6:16,Python,2019/10
udemy,"코린아, 코딩하자! with 파이썬","컴퓨팅 사고력을 키워주고 코딩 지능을 길러주는, 문제 해결 중심의 코딩 입문 교육",https://www.inflearn.com/course/코린아-코딩하자-파이썬-기초,https://cdn.inflearn.com/public/course-325701-cover/a260a7cb-aa91-45ce-a4b5-acbc4bcefe8d,주니온,무료,입문,프로그래밍 언어,5.0,9:13,Python,2020/07
inflearn,캐글 실습으로 배우는 데이터 사이언스,머신러닝과 데이터 사이언스 경진대회 플랫폼인 캐글을 통해 데이터 분석과 머신러닝에 입문해 봅니다.,https://www.inflearn.com/course/데이터-사이언스-kaggle,https://cdn.inflearn.com/wp-content/uploads/kaggle.jpg,박조은,무료,초급,"데이터 분석, 데이터 사이언스",4.8,2:29,Kaggle,2018/11
udemy,성공적인 코딩 인터뷰를 위한 코딩 인터뷰 정복하기 - 코딩 테스트,성공적으로 코딩 인터뷰 (개발자 면접)를 보기 위해 가져야 하는 필수 프로그래밍 문제와 해법을 다룹니다.,https://www.inflearn.com/course/코딩-인터뷰,https://cdn.inflearn.com/wp-content/uploads/interview.jpg,Minsuk Heo,무료,초급,"알고리즘 · 자료구조, 교양 · 기타",4.8,1:41,코딩 테스트,2018/06
inflearn,소인수 분해 알고리즘 완전정복,소인수 분해 알고리즘에 대해서 어느 정도까지 공부해 보셨나요? 이 강의는 파이썬 코딩으로 소인수 분해 알고리즘을 기초에서부터 양자 알고리즘까지 깊이 파보는 강의입니다.,https://www.inflearn.com/course/소인수분해-알고리즘-파이썬,https://cdn.inflearn.com/public/course-325936-cover/3b2f4343-c0e3-491b-9f3b-a88d4403231b,주니온,무료,초급,알고리즘 · 자료구조,4.8,2:30,알고리즘,2020/09
udemy,머신러닝 이론 및 파이썬 실습,머신러닝 총정리 강의입니다. 실무 경험을 토대로하여 짧고 알기쉬운 동영상 강의로 이루어져있습니다.,https://www.inflearn.com/course/머신러닝이론-파이썬실습,https://cdn.inflearn.com/wp-content/uploads/mlfree.png,Minsuk Heo,무료,초급,"인공지능, 데이터 사이언스",4.8,2:47,"Python,머신러닝",2018/10
inflearn,파이썬을 이용한 웹 크롤링(Web Crawling) 어플리케이션 만들기,"dJango 으로 웹앱 환경을 구축하고, 웹크롤링 프레임워크인 scrapy 를 이용하여 웹 크롤링 앱을 만들어 봅니다.",https://www.inflearn.com/course/웹-크롤링web-crawling-어플리케이션-만들기,https://cdn.inflearn.com/wp-content/uploads/cr.png,onecue,무료,초급,웹 개발,4.5,3:14,"Python,웹 크롤링",2018/03
udemy,어셈블리어 배우기,스무디 TV 에서 제공하는 어셈블리어 강좌 입니다.,https://www.inflearn.com/course/어셈블리어-배우기,https://cdn.inflearn.com/wp-content/uploads/code001.jpg,유용한IT학습,무료,초급,"프로그래밍 언어, 교양 · 기타",4.6,23:52,C,2018/01
inflearn,C 와 C++ 을 동시에 배워보자 - 두들낙서의 C/C++,"C 와 C++ 을 동시에 배울 수 있는 강좌 입니다. 프로그래밍에 대한 입문자나 C ,C++ 을 처음 배우고 싶은 분께 도움이 됩니다.",https://www.inflearn.com/course/c언어-두들낙서,https://cdn.inflearn.com/wp-content/uploads/ddns_C_3-1.jpg,두들낙서,무료,초급,프로그래밍 언어,4.9,20:3,"C,C++",2018/01
udemy,[웹 개발 풀스택 코스] HTML&CSS 기초,"본 강의는 풀스택 웹 개발자 양성을 위한 [웹 개발 풀스택 코스] 강의 시리즈의 HTML&CSS에 대한 강의입니다. 
이 강의를 통해 웹 개발의 뼈대인 HTML과 웹을 아름답게 만드는 CSS에 대해서 이해하게 됩니다.",https://www.inflearn.com/course/웹개발-풀스택-html-css-기초,https://cdn.inflearn.com/public/courses/330075/cover/56b8da2a-c02d-4812-8ae0-a5dad11a3aab/fullstack-html-css-1.jpg,개발자의 품격,무료,입문,"웹 개발, 프론트엔드, 웹 퍼블리싱",4.9,14:46,HTML/CSS,2023/04
udemy,WEB5 - Express Passport.js,이 수업은 Node.js Express의 인증 미들웨어인 Passport.js의 사용법을 알려드리는 수업입니다.,https://www.inflearn.com/course/WEB5-Express-Passport-js,https://cdn.inflearn.com/public/courses/324141/course_cover/b97778e7-7d90-40ae-95ec-ae67c44c551e/web5_Express-Passport.js.png,Egoing Lee,무료,중급이상,"백엔드, 웹 개발",5.0,1:20,"Node.js,Express",2019/07
inflearn,[웹 개발 풀스택 코스] 넷플릭스와 당근마켓 분석을 통해서 배우는 데이터베이스 기초,"본 강의는 풀스택 웹 개발자 양성을 위한 [웹 개발 풀스택 코스] 강의 시리즈의 데이터베이스 기초에 대한 강의입니다. 
udemy,https://www.inflearn.com/course/웹개발-풀스택-데이터베이스-기초,https://cdn.inflearn.com/public/courses/330079/cover/c142fdb2-b4fa-4b6a-9e8f-7bd48aed7635/fullstack-db-1.jpg,개발자의 품격,무료,입문,데이터베이스,5.0,6:34,"DBMS/RDBMS,MySQL,SQL",2023/04
inflearn,실전! 스프링부트 상품-주문 API 개발로 알아보는 TDD,스프링부트를 이용해 TDD로 웹 애플리케이션을 만드는 방법을 배웁니다. TDD를 통해 개발 생산성을 유지하고 신뢰가능한 웹 애플리케이션을 만드는 방법을 얻으실 수 있을 겁니다.,https://www.inflearn.com/course/스프링부트-실전-상품주문-tdd,https://cdn.inflearn.com/public/courses/330264/cover/5d40d110-c372-42ef-ad06-fe01257225cc/330264-eng.png,이중석,무료,초급,"백엔드, 웹 개발",5.0,2:42,"TDD,Spring Boot,POJO,api,소프트웨어 테스트",2023/01
udemy,"따라하며 배우는 노드, 리액트 시리즈 - 챗봇 사이트 만들기",이 강의를 통해서 Google에서 제공하는 API를 사용해서 챗봇을 만들어 볼 수 있습니다.,https://www.inflearn.com/course/따라하며-배우는-노드-리액트-챗봇,https://cdn.inflearn.com/public/courses/325053/course_cover/b5fb69d7-2957-4023-82f1-76f3ff0b8860/nodeReactchatbot.png,John Ahn,무료,초급,"풀스택, 웹 개발",4.8,1:49,"React,Node.js",2020/04
inflearn,코딩 뇌를 깨우는 파이썬,"잠자는 코딩 뇌를 깨워라. 파이썬 기초부터 머신러닝까지 한 권에!
udemy, 데이터 계산 기법, 머신러닝 같은 실용적인 주제를 살펴봅니다.",https://www.inflearn.com/course/코딩-뇌를깨우는-파이썬,https://cdn.inflearn.com/public/courses/331938/cover/9920e1ad-c007-49db-b0e0-fc1d13b0c1c3/코딩뇌파이썬-입체표지-인프런2.png,박해선,무료,입문,프로그래밍 언어,,4:48,"Python,Pandas",2023/10
inflearn,"핵심만 빠르게, 입문자를 위한 파이썬(Python)과 판다스(Pandas)",파이썬(Python)과 판다스(Pandas) 라이브러리의 핵심적인 개념을 빠르게 익힐 수 있는 강의입니다. 각 파트 뒤에 있는 연습 문제를 함께 해결해 나가며 프로그래밍 역량을 향상시켜보세요!,https://www.inflearn.com/course/핵심-입문자-파이썬-판다스,https://cdn.inflearn.com/public/courses/329493/cover/0f1f8dc2-66d9-4008-869c-14650f846349/329493-eng.png,Jiwoon Jeong,무료,입문,"데이터 분석, 데이터 사이언스, 프로그래밍 언어",5.0,1:47,"Python,Pandas",2022/09
udemy,[김왼손의 왼손코딩] 파이썬 예제 뽀개기: 파이썬 초중급자를 위한 파이썬 30제,파이썬 코딩 게임 CheckiO의 문제 30개를 함께 풀어봅니다. 난이도 있는 파이썬 문제를 풀어보며 실력을 키울 수 있습니다. 이 강의는 파이썬 기초 문법을 익히고 어느 정도 실력을 쌓은 분을 대상으로 합니다. 더 많은 강의는 유튜브 채널 김왼손의 왼손코딩에서 만나보세요.,https://www.inflearn.com/course/파이썬-예제,https://cdn.inflearn.com/wp-content/uploads/python4.jpg,김왼손의 왼손코딩,무료,초급,프로그래밍 언어,4.8,1:5,Python,2019/02
inflearn,여러가지 개발자 도구 사용법,생활코딩에서 소개하는 여러가지 개발자도구의 사용법입니다.,https://www.inflearn.com/course/여러가지-개발자-도구-사용법,https://cdn.inflearn.com/wp-content/uploads/develop002.jpg,Egoing Lee,무료,입문,개발 도구,4.7,1:47,,2018/01
udemy,생활코딩 - JavaScript Immutability,"생활코딩에서 제공하는 자바스크립트 관련 강의로, 자바스크립트에서 데이터를 불변하게 다루는 방법에 대한 수업입니다.",https://www.inflearn.com/course/javascript-immutability,https://cdn.inflearn.com/public/courses/324803/course_cover/3cbd8ce1-4bdc-4302-9438-7b53c72bb125/egoing-js-immutability.png,Egoing Lee,무료,초급,"프로그래밍 언어, 웹 개발",4.9,1:00,JavaScript,2020/02
inflearn,타입스크립트 코리아 : React with TypeScript 세미나,타입스크립트와 리액트 관련 강좌입니다.,https://www.inflearn.com/course/react-with-typescript,https://cdn.inflearn.com/wp-content/uploads/React_with_TypeScript_inflearn-1.png,이웅재,무료,중급이상,"프로그래밍 언어, 웹 개발",4.8,8:54,"React,TypeScript",2018/01
udemy,한국인이 좋아하는 속도로 때려넣는 파이썬,"모두가 배워야 한다고 호들갑인 파이썬!
한국인이 좋아하는 속도로! 3시간 안에! 때려넣어 드립니다!",https://www.inflearn.com/course/한국인이-좋아하는-속도-파이썬,https://cdn.inflearn.com/public/courses/329762/cover/e3ade394-702a-4ed7-a558-3ec90aaefdc2/329762-original.png,half_bottle,"₩50,600",입문,프로그래밍 언어,5.0,3:17,Python,2022/11
udemy,바쁜 자바 개발자를 위한 스칼라 맛보기,"스칼라를 사용하면 자바 개발자로 쌓아온 경험을 그대로 살리면서, 훨씬 간결하고 탄탄한 코드를 빠르게 작성할 수 있습니다. 이 강의는 자바 개발자를 대상으로 기존 자바 지식을 발판 삼아, 빠르게 스칼라의 전체적인 모습을 이해할 수 있게끔 구성했습니다. 기존 자바 개발자라면 아주 쉽게 스칼라도 배우실 수 있습니다.",https://www.inflearn.com/course/자바-개발자를-위한-스칼라-맛보기,https://cdn.inflearn.com/public/courses/331066/cover/be5adb3d-e5ec-456a-91b4-179944762124/331066-eng.png,김대현,"₩55,000",초급,"백엔드, 프로그래밍 언어",5.0,1:21,"함수형 프로그래밍,scala,scala-3,Java,객체지향",2023/06
inflearn,[SQL Quest] 실전 문제 풀이로 SQL 역량 강화 하기 (Basic),"실제 IT 업계에서 마주칠 수 있는 다양한 문제들을 통해 SQL의 기초를 탄탄하게 다지는 강의입니다. 문제 풀이 퀘스트를 해결하며, 데이터 분석의 첫 발을 내딛고 실전에 활용 가능한 SQL 역량을 강화해보세요!",https://www.inflearn.com/course/실전-문제풀이-sql-역량강화-basic,https://cdn.inflearn.com/public/courses/332155/cover/ddae2375-cd09-492e-8290-c7754172ee02/SQL Quest thumbnail.png,WHIZ,"₩33,000₩26,400",초급,"데이터 분석, 데이터베이스",,2:16,"SQL,sql-query,bigquery,데이터 리터러시",2023/10
udemy,테스트주도개발(TDD)로 만드는 NodeJS API 서버,"이 강의에서는 Javascript 언어로 백엔드 개발을 할 수 있는 NodeJS를 학습하고, 테스트 주도 개발(TDD) 방법으로 NodeJS를 이용해 API 서버 개발을 할 수 있습니다. 또한  NodeJS의 대표적인 웹 프레임워크 ExpressJS의 기초 원리를 이해하고, 모바일과 웹 서비스에서 사용하는 REST API 개발 방법을 학습할 수 있습니다.",https://www.inflearn.com/course/테스트주도개발-tdd-nodejs-api,https://cdn.inflearn.com/wp-content/uploads/nodetdd.png,김정환,"₩29,700",초급,"백엔드, 웹 개발",4.7,3:49,"TDD,Node.js,Express,REST API,소프트웨어 테스트",2018/06
inflearn,JavaScript와 Tensorflow.js로 배우는 머신러닝,"이 강좌를 통해 학습자는 머신러닝의 핵심 원리를 체계적으로 이해하게 됩니다. 더불어, 자바스크립트와 Tensorflow.js API를 활용한 딥러닝 모델의 개발 방법 및 사전 훈련된 모델을 기반으로 하는 전이 학습(Transfer Learning) 활용법과, 이 모든 지식이 브라우저 환경에서 상호작용적으로 적용되는 법을 배우게 됩니다.",https://www.inflearn.com/course/javascript-tensorflow-배우는-머신러닝,https://cdn.inflearn.com/public/courses/324384/cover/b6964a83-cb5a-4ff3-bc4f-9e5515cdcede/ML_jstensorflow2.jpg,YoungJea Oh,"₩88,000",초급,"인공지능, 데이터 사이언스",,13:11,"머신러닝,딥러닝,JavaScript,tensorflow-js",2023/08
udemy,장고 설계철학으로 시작하는 파이썬 장고 입문,"장고 개발을 위한 필수 파이썬 문법과 장고 설계철학에 대한 깊은 이해를 통해, 장고 웹개발을 제대로 시작해보세요.",https://www.inflearn.com/course/장고-설계철학-입문,https://cdn.inflearn.com/public/courses/328719/cover/663cb3c0-0766-4d42-9e42-2dff8f993dc2/인프런_장고포비기너.png,이진석,"₩33,000",초급,"백엔드, 웹 개발",4.8,3:57,"Django,Python",2022/07
inflearn,Python 입문자를 위한 강의,파이썬 언어를 내 것으로 만들고 싶으신가요? 본 강의는 코딩 경험이 아예 없는 분에게도 재미있는 예제를 통해 파이썬을 쉽게 학습할 수 있도록 제작하였습니다. 또한 풍부한 코딩 실습으로 여러분들의 코딩 능력을 향상시켜주는데 큰 도움이 될 것입니다.,https://www.inflearn.com/course/파이썬-입문자,https://cdn.inflearn.com/public/courses/326015/cover/99ed3101-3807-46d4-830c-6a8273e673cc/326015-eng.png,Simon Kim,"₩77,000",입문,프로그래밍 언어,4.7,13:56,"Python,객체지향",2022/02
udemy,처음 만난 리덕스(Redux),상태관리의 기초 개념과 함께 리덕스의 기초를 탄탄하게 다질 수 있습니다.,https://www.inflearn.com/course/처음-만난-redux,https://cdn.inflearn.com/public/courses/330981/cover/902f03c3-a5f3-4d4b-a24f-9608edc6d17c/330981-eng.png,Inje Lee (소플),"₩99,000₩79,200",초급,"프론트엔드, 웹 개발",5.0,5:50,"Redux,React,redux-thunk,redux-saga,redux-toolkit",2023/06
inflearn,PyGame 어드벤쳐 : 위니브 월드를 수복하라!,"Python으로 만들어보는 게임, PyGame! 위니브즈와 함께 즐거운 게임을 만들어 볼까요?",https://www.inflearn.com/course/파이게임-어드벤쳐,https://cdn.inflearn.com/public/course-326242-cover/fd3e8c92-3d0e-4cf2-953f-d269dee24d1d,제주코딩베이스캠프,"₩33,000",초급,"게임 프로그래밍, 데스크톱 앱 개발, 게임 개발",5.0,6:1,"Pygame,GUI",2021/10
udemy,Docker를 이용한 MSA 애플리케이션 만들기,"Docker와 Docker compose 그리고 Traefik 서버를 이용하여 MSA 배달 애플리케이션을 개발합니다. 또한 개발에 필요한 MSA, Proxy Server, Load Balancer, API Gateway 등 이론적인 지식까지 체계적으로 학습합니다. 모든 학습 과정은 실습 중심으로 구성되며, 이를 통해 Docker 기반의 애플리케이션 개발에 자신감을 가지게 될 것입니다.",https://www.inflearn.com/course/docker-msa-애플리케이션-만들기,https://cdn.inflearn.com/public/courses/331002/cover/4304ec95-83ec-44d6-a8d3-18940d66c3c7/331002-eng.png,JOINC EDU,"₩49,500₩39,600",초급,"데브옵스 · 인프라, 백엔드, 클라우드",4.7,1:34,"Docker,MSA,traefik",2023/05
inflearn,"더 개발자, 인터뷰 가이드","네이버와 아마존을 거쳐 현재 Microsoft에서 시니어 소프트웨어 엔지니어가 직접 알려주는 개발자 인터뷰!!
udemy,https://www.inflearn.com/course/개발자-인터뷰,https://cdn.inflearn.com/public/courses/326298/cover/b5b96d65-dc2f-4275-9397-8235685a7ed9,백기선,"₩220,000",초급,"취업 · 이직, 교양 · 기타",4.9,12:27,"면접,코딩 테스트",2023/06
inflearn,Entity Framework Core DB 성능 튜닝 (for SQL Server),.NET Entity Framework Core로 데이터베이스 프로그래밍을 구현할 때 DB와 쿼리 성능 이슈들을 이해하고 이를 개선해서 더 좋은 성능과 더 안정적인 EF Core 프로그래밍을 할 수 있는 방법들을 배울 수 있습니다.,https://www.inflearn.com/course/entity-framework-core-db-성능-튜닝,https://cdn.inflearn.com/public/courses/330567/cover/a1307534-8c5d-4c1f-9a0b-17b5f5cd9152/330567-eng.png,김정선SQL,"₩165,000",중급이상,데이터베이스,5.0,14:35,".NET,EF Core",2023/04
udemy,"문법 공부 다음엔, 자바스크립트 프로젝트 101",🚀 자바스크립트 문법 공부를 막 끝낸 코린이들에게 적합한 미니 프로젝트 실습 강의입니다. 자바스크립트 기초 문법과 리액트나 뷰 등의 프레임워크 사이에 꽉 막힌 구간을 시원하게 뚫어드립니다. ✨,https://www.inflearn.com/course/자바스크립트-프로젝트-101,https://cdn.inflearn.com/public/courses/330354/cover/9822275a-df06-484a-a1a2-5dbdc3a08207/inflearn.jpg,이룸코딩,"₩55,000",초급,"프로그래밍 언어, 웹 개발, 프론트엔드",5.0,6:33,JavaScript,2023/02
inflearn,QML 프로그래밍 입문편,QML은 Qt에서 제공하는 UI를 만드는 프로그래밍 언어입니다. JSON과 유사하고 JavaScript를 사용할 수 있습니다. C++ 언어 대신 QML을 이용하면 C++을 사용하지 않고도 쉽게 현대적인 고급 UI를 쉽게 개발할 수 있습니다.,https://www.inflearn.com/course/qml-프로그래밍-입문,https://cdn.inflearn.com/public/courses/329512/cover/19abcdee-4913-44e6-abf2-26c475ce0b8d/329512-eng.jpg,김대진,"₩143,000",초급,"데스크톱 앱 개발, 임베디드 · IoT, 모바일 앱 개발, 프로그래밍 언어",5.0,17:33,"Qt,QML",2022/11
udemy,UbuCon Korea 2023 다시보기 얼리액세스,"UbuCon Korea 2023에 참석하지 못했거나, 참석 했었어도 듣지 못한 세션이 있어 다시 보기가 필요한가요? 인프런에서 세션 영상 얼리 액세스로 누구보다 먼저 만나보세요.",https://www.inflearn.com/course/ubucon-korea-2023-다시보기,https://cdn.inflearn.com/public/courses/332171/cover/18101412-bb5a-4fbb-8a60-9311410c777b/332171-eng.png,UbuntuKrOrg,"₩11,000₩9,900",입문,"데브옵스 · 인프라, 백엔드, 개발 도구",,5:20,"ubuntu,Linux,wsl",2023/11
inflearn,"컴퓨터 과학 (4): 자료구조 - 자료 저장, 알고리즘, 객체지향","✅ 전체 (1) ~ (7)의 시리즈 중, (4) 자료구조, 알고리즘, 객체지향, 프로그래밍 언어 ✅ CS101 시리즈 강의 - 컴퓨터의 기초 이론부터 ✅최신 실전 예제까지 - 폭넓은 기초 지식 제공",https://www.inflearn.com/course/컴퓨터기초-자료구조-4,https://cdn.inflearn.com/public/courses/330656/cover/7f48a4f2-c106-4a80-be88-0ef42eda40bf/슬라이드4.JPG,드립커피+한모금더,"₩11,000₩9,900",입문,"교양 · 기타, 알고리즘 · 자료구조",,3:44,"운영체제,알고리즘",2023/05
udemy,"컴퓨터 과학 (2): 자료저장 - 2진수, 문자, 오디오, 이미지, 비디오 포맷","✅ 전체 (1) ~ (7)의 시리즈 중, (2) 자료저장, 2진수, 문자, 오디오, 이미지, 비디오 포맷 ✅ CS101 시리즈 강의 - 컴퓨터의 기초 이론부터 ✅최신 실전 예제까지 - 폭넓은 기초 지식 제공",https://www.inflearn.com/course/컴퓨터기초-데이터표현-2,https://cdn.inflearn.com/public/courses/330649/cover/be966e42-31d2-4f82-90e3-eb8293325338/슬라이드2.JPG,드립커피+한모금더,"₩13,200₩9,900",입문,교양 · 기타,,4:26,computer-science,2023/05
inflearn,인프런 퇴근길 밋업 #01 Node.js,,https://www.inflearn.com/course/inflearn-evening-meetup-2211,https://cdn.inflearn.com/public/courses/329811/cover/ec028cbf-a5eb-4f6d-90a8-dfd67f01f81e/meetup2.png,인프런,무료,초급,"백엔드, 교양 · 기타",4.9,1:2,"Node.js,NestJS",2022/12
udemy,시작해보세요! 당신의 첫 지식공유,"예비 지식공유자 님, 어서오세요! 인프런입니다 :D 지식공유자는 인프런에서 강의를 제작하는 강사를 의미해요. 강의 주제 선정, 기획, 촬영 방법 및 편집까지 전부 알려드릴게요. 인프런에서 나누고 배우고 성장하세요!",https://www.inflearn.com/course/지식공유자-강의-만들기,https://cdn.inflearn.com/public/courses/329442/cover/9b564bc1-433b-4a85-a2f2-147bf198bdc3/329442-eng.png,인프런,무료,입문,"기타, 교양, 개인 브랜딩, 교양 · 기타",5.0,1:58,"콘텐츠 제작,콘텐츠 기획,영상제작",2023/05
